term,definition,source
data quality,"An ancillary parameter that denotes the standard or degree of accuracy, trustworthiness, or usefulness of another parameter.",spase
deimos,The smaller and outermost of the two natural satellites of Mars.,spase
deputy pi,An individual who is an administrative or scientific leader for an investigation operating under the supervision of a Principal Investigator.,spase
derived from,A transformed or altered version of a resource instance.,spase
description,"A narrative explanation with detail appropriate for the item it describes. For example a description of data resource should include discussions of the main quantities in the resource, possible uses and search terms. A description should also include whether any corrections (i.e, geometry, inertial) have been applied to the resource.",spase
developer,The developer of a system to imitate a situation or process.,spase
deviation,The difference between an observed value and the expected value of a quantity.,spase
differential,A measurement within a narrow range of energy and/or solid angle.,spase
dione,The forth-largest moon of Saturn.,spase
direction,"The spatial relation between an object and another object, the orientation of the object or the course along which the object points or moves.",spase
directional,A measurement within a narrow range of solid angle.,spase
direction angle,The angle between a position vector or measured vector (or one of its projections onto a plane) and one of the base axes of the coordinate system.,spase
direction cosine,The cosine of the angle between two vectors usually between a vector and one of the basis axes defining a Cartesian coordinate system. Three angles and thus three direction cosines are required to define a vector direction in a three dimensional Euclidean space.,spase
display cadence,The time interval between the successive display elements.,spase
display data,"A graphical representation of data wherein the underlying numeric values are not (readily) accessible for analysis.. Examples are line plots and spectrograms. A Display Data resource is a type of ""data product"" which is a set of data that is uniformly processed and formatted, from one or more instruments, typically spanning the full duration of the observations of the relevant instrument(s). A data product may consist of a collection of granules of successive time spans, but may be a single high-level entity.",spase
display type,The general styling or type of plot that is suitable for the variable.,spase
dm,"Dipole Meridian - A coordinate system centered at the observation point. Z axis is parallel to the Earth's dipole axis, positive northward. X is in the plane defined by Z and the line linking the observation point with the Earth's center. Y is positive eastward. See <http://cdpp.cnes.fr/00428.pdf>",spase
document,"A set of information designed and presented as an individual entity. A document may contain plain or formatted text, in-line graphics, sound, other multimedia data, or hypermedia references. A Document resource is intended for use on digital objects that have no other identifier (e.g., DOI or ISBN).",spase
document type,"A characterization of the content, purpose, or style of the document.",spase
doi,A digital object identifier (DOI) is a unique alphanumeric string assigned by a registration agency (the International DOI Foundation) to identify content and provide a persistent link to its location on the Internet. ,spase
doppler frequency,"Change in the frequency of a propagating wave due to motion of the source, the observer, the reflector, or the propagation medium.",spase
dopplergram,A map or image depicting the spatial distribution of line-of-sight velocities of the observed object.,spase
double sphere,"A dipole antenna of which the active (sensor) elements are small spheres located at the ends of two wires deployed in the equatorial plane, on opposite sides of a spinning spacecraft.",spase
d region,The layer of the ionosphere that exists approximately 50 to 95 km above the surface of the Earth. One of several layers in the ionosphere.,spase
drift motion,"The third invariant for charged particle motion in a dipolar magnetic field is associated with drift of its guiding center in the equatorial plane. The conserved quantity, J<sub>2</sub>, is equal to q&Phi; where q is the particle charge and &Phi; is the magnetic flux enclosed within the particle drift path. ",spase
dust detector,An instrument which determines the mass and speed of ambient dust particles.,spase
dynamic pressure,"Dynamic pressure is a measure of the kinetic energy per unit volume of a fluid. For instance, the solar wind dynamic pressure or ram pressure for a purely proton plasma is equal to m<sub>p</sub> n V<sup>2</sup> where m<sub>p</sub> is the proton mass, n the proton number density, and V the solar wind speed.",spase
earth,The third planet from the sun in our solar system.,spase
ecd,"Eccentric Dipole (ECD) coordinate system that aligns with a dipole whose origin and orientation may be different from the physical center and spin axis of the containing body. The IGRF-12 coefficients for 2015 are used to determine the origin for the earth. The 2015 positions are North dip pole: latitude: 86.29, longitude -160.06. South dip pole latitide: -64.28, longitude: 136.59, North geometric pole latitude: 80.37, longitude: -72.63, South geomagnetic pole latitude: -80.37, longitude: 107.37ECD is defined in doi:10.1186/s40623-015-0228-9.",spase
ecef,"The Earth-Centered, Earth-Fixed (ECEF) coordinate system has point (0,0,0) defined as the center of mass of the Earth. Its axes are aligned with the International Reference Pole (IRP) and International Reference Meridian (IRM). The x-axis intersects the sphere of the Earth at 0 degree latitude (Equator) and 0 degree longitude (Greenwich). The z-axis points north. The y-axis completes the right handed coordinate system.",spase
eit wave,"A wave in the corona of the Sun which produce shock waves on the Sun's chromosphere (Moreton Waves). EIT Waves are produced by large solar flare and expand outward at about 1,000 km/s. It usually appears as a slowly moving diffuse arc of brightening in H-alpha, and may travel for several hundred thousand km.",spase
electric,The physical attribute that exerts an electrical force.,spase
electric field,"A region of space around a charged particle, or between two voltages within which a force is exerted on charged objects in its vicinity. An electric field is the electric force per unit charge.",spase
electromagnetic,"Electric and magnetic field variations in time and space that propagate through a medium or a vacuum with the wave's propagation, electric field, and magnetic field vectors forming an orthogonal triad. Waves in this category are detected by having their field quantities measured.",spase
electron,An elementary particle consisting of a charge of negative electricity equal to about 1.602 x 10^(-19) Coulomb and having a mass when at rest of about 9.109534 x 10^(-28) gram.,spase
electron drift instrument,An active experiment to measure the electron drift velocity based on sensing the displacement of a weak beam of electrons after one gyration in the ambient magnetic field.,spase
electrostatic,Collective longitudinal electric-field and plasma oscillations trapped within a body of plasma.,spase
electrostatic analyser,"An instrument which uses charged plates to analyze the mass, charge and kinetic energies of charged particles which enter the instrument.",spase
element,A component or individual unit of a multiple value quantity such as an array or vector.,spase
elevation,"The distance in meters above (positive) or below (negative) the ""zero elevation"" defined by the World Geodetic System reference frame (WGS84).",spase
elevation angle,The angle between the position or measured vector and the i-j plane of the coordinate system. Mathematically defined as arctan(k/SQRT(i^2+j^2)).,spase
email,"The electronic address at which the individual may be contacted expressed in the form ""local-part@domain"".",spase
emissivity,The energy emitted spontaneously per unit bandwidth (typically frequency) per unit time per unit mass of source. Emissivity is usually integrated over all directions/solid angles.,spase
encoded parameter,"A variable that uses successive bits to encode, this is bitwise encode, a set of conditions by using a composited multibit numeric value. A common example is a bitwise encoded flag that denotes whether various possible errors that may affect a particular measurement. For example, a bit value equal to zero may indicate the absence of a particular error condition while a value equal to one would indicate the possibility that the associated datum should be ignored or used with caution due to the same error categorization.",spase
encoding,A set of unambiguous rules that establishes the representation of information within a file.,spase
energetic particle instrument,"An instrument that measures fluxes of charged particles as a function of time, direction of motion, mass, charge and/or species.",spase
energetic particles,"Pieces of matter that are moving very fast. Energetic particles include protons, electrons, neutrons, neutrinos, the nuclei of atoms, and other sub-atomic particles.",spase
energetic solar particle event,An enhancement of interplanetary fluxes of energetic ions accelerated by interplanetary shocks and/or solar flares.,spase
energy,The capacity for doing work as measured by the capability of doing work (potential energy) or the conversion of this capability to motion (kinetic energy),spase
energy density,The amount of energy per unit volume.,spase
energy flux,The amount of energy passing through a unit area in a unit time.,spase
energy per charge,"The kinetic energy, E, per unit net charge, q, that is E/q, for an electron or an ionized atom, molecule, or dust particle.",spase
energy range,"The minimum and maximum energy values of the particles represented by a given ""physical parameter"" description.",spase
enp,"ENP (also called PEN) - The P vector component points northward, perpendicular to orbit plane which for a zero degree inclination orbit is parallel to Earth's spin axis. The E vector component is perpendicular to P and N and points earthward. The N component is perpendicular to P and E and is positive eastward.",spase
entropy,"A function of thermodynamic quantity, such as temperature, pressure, or composition, that is a measure of the energy that is not available for work during a thermodynamic process. It is often interpreted as the degree of disorder or randomness in the system.",spase
ephemeris,The spatial coordinates of a body as a function of time. When used as an Instrument Type it represents the process or methods used to generate spatial coordinates.,spase
epntap,"Europlanet (EPN) Table Access Protocol (TAP) is a framework, which is using TAP with the EPNcore metadata dictionary. The EPNcore metadata dictionary defines the core components that are necessary to perform data discovery in the Solar System related science fields. https://github.com/ivoa-std/EPNTAP",spase
equatorial region,A region centered on the equator and limited in latitude by approximately 23 degrees north and south of the equator.,spase
equivalent width,The spectral width of a total absorption line having the amount of absorbed radiant energy being equivalent to that in an observed absorption line.,spase
e region,A layer of ionised gas occurring at 90-150km above the ground. One of several layers in the ionosphere. Also called the The Kennelly-Heaviside layer.,spase
event,An action or observation which occurs at a point in time.,spase
excel,A Microsoft spreadsheet format used to hold a variety of data in tables which can include calculations.,spase
experiment,A collection of components which are designed to make coordinated observations of a phenomenon or object. Projects and missions may refer to an 'experiment' by other names like 'suite'. ,spase
expiration date,"The date and time when a resource is no longer available. If the Expiration Date is specified then it indicates that resource should not be made available after that time. However, this is only advisory and in practice a resource description should be unpublished to eliminate access to a resource.",spase
exposure max,The largest interval over which an individual measurement is taken.,spase
exposure min,The smallest time interval over which an individual measurement is taken.,spase
extension,"A container of other metadata which is not part of the SPASE data model. The contents of this element are defined by individual usage. The organization and content are constrained by the implementation. For example, in an XML representation of the SPASE metadata the content must conform to the XML specifications.",spase
extreme ultraviolet,A spectrum with a wavelength range of 10.0 nm to 125.0nm. VSO nickname: EUV image with a range of of 10.0 nm to 125.0 nm,spase
faraday cup,An instrument consisting of an electrode from which electrical current is measured while a charged particle beam (electrons or ions) impinges on it. Used to determine energy spectrum and sometimes ion composition of the impinging particles.,spase
far ultraviolet,A spectrum with a wavelength range of 122 nm to 200.0nm. VSO nickname: FUV image with a range of 122.0 nm to 200 nm,spase
fax number,The symbols and numerals required to send a facsimile (FAX) to an individual by telephone. The string may contain punctuation marks such as dash (-) or dot (.) to separate fields within the string.,spase
feature,A prominent or distinctive characteristic that occurs at a location or persists over a period of time.,spase
field,The space around a radiating body within which its electromagnetic attributes can exert force on another similar body that is not in direct contact.,spase
field aligned,The component of a quantity which is oriented in the same direction of a field.,spase
field quantity,The physical attribute of the field.,spase
file,Access to a file containing the data.,spase
fill value,A value that indicates that a quantity is undefined.,spase
film,"An image recording medium on which usually a ""negative"" analog image is registered. A ""positive"" image can be recovered or reproduced from film, which is usually made of flexible materials for ease of storage and transportation.",spase
fit,Values that make an model agree with the data.,spase
fits,"Flexible Image Transport System (FITS) is a digital format primarily designed to store scientific data sets consisting of multi-dimensional arrays (1-D spectra, 2-D images or 3-D data cubes) and 2-dimensional tables containing rows and columns of data.",spase
flow speed,The rate at which particles or energy is passing through a unit area in a unit time.,spase
flow velocity,The volume of matter passing through a unit area perpendicular to the direction of flow in a unit of time.,spase
fluence,"The time integral of a flux. A fluence does not have any ""per unit time"" in its units.",spase
flux feedback,A search coil whose bandwidth and signal/noise ratio are increased by the application of negative feedback at the sensor (flux) level by driving a collocated coil with a signal from the preamplifier.,spase
forbush decrease,"A rapid decrease in the observed galactic cosmic ray intensity following the passage of an outwardly convecting interplanetary magnetic field disturbance, such as those associated with large CME's, that sweep some galactic cosmic rays away from Earth.",spase
format,"The organization of data according to preset specifications. The value is selected from a list of accepted names for known, well documented formats.",spase
former pi,"An individual who had served as the administrative and scientific lead for an investigation, but no longer assumes that role.",spase
fourier transform spectrograph,"An instrument that determines the spectra of a radiative source, using time-domain measurements and a Fourier transform.",spase
f region,"A layer that contains ionized gases at a height of around 150-800 km above sea level, placing it in the thermosphere. the F region has the highest concentration of free electrons and ions anywhere in the atmosphere. It may be thought of as comprising two layers, the F1-and F2-layers. One of several layers in the ionosphere. Also known as the Appleton layer.",spase
frequency,The number of occurrences of a repeating event per unit time.,spase
frequency range,The range of possible values for the observed frequency.,spase
frequency to gyrofrequency ratio,The ratio of the characteristic frequency of a medium to gyrofrequency of a particle.,spase
gamma rays,Photons with a wavelength range: 0.00001 to 0.001 nm,spase
gei,"GEI Geocentric Equatorial Inertial - A coordinate system where the Z axis is along Earth's spin vector, positive northward. X axis points towards the first point of Aries (from the Earth towards the Sun at the vernal equinox). See Russell, 1971. When the X axis is the direction of the mean vernal equinox of J2000, the coordinate system is also called GCI. Then the Z axis is also defined as being normal to the mean Earth equator of J2000.",spase
geiger mueller tube,An instrument which measures density of ionizing radiation based on interactions with a gas.,spase
general contact,An individual who can provide information on a range of subjects or who can direct you to a domain expert.,spase
geo,"Geographic - geocentric corotating - A coordinate system where the Z axis is along Earth's spin vector, positive northward. X axis lies in Greenwich meridian, positive towards Greenwich. See Russell, 1971.",spase
geometric factor," A measure of the gathering power of a particle detector. The geometric factor can be used to correct particle measurements by accounting for the fact that only a fraction of source particles are able to gain entry through the aperture of a detector. For an isotopic source distribution, the geometric factor corresponds to the solid angle subtended by the aperture. In practice, determination of the geometric factor requires numerical modeling and depends on detector design and the characteristics of the source.",spase
gif,Graphic Interchange Format (GIF) first introduced in 1987 by CompuServe. GIF uses LZW compression and images are limited to 256 colours.,spase
git,"Git is a version control system for tracking changes in any set of files. It is known for its speed, data integrity, and support for distributed, non-linear workflows.",spase
gphio,"Kronian Solar Orbital - A coordinate system related to Saturn where X is anti-sunward, Y along the orbital velocity direction.",spase
granule,"An accessible portion of another resource. A Granule may be composed of one or more physical pieces (files) which are considered inseparable. For example, a data storage format that maintains metadata and binary data in separate, but tightly coupled files. Granules should not be used to group files that have simple relationships or which are associated through a parent resource. For example, each file containing a time interval data for a Numerical Data resource would each be considered a Granule. The ParentID of a Granule resource must be a NumericalData resource. The attributes of a Granule supersede the corresponding attributes in the NumericalData resource.",spase
group,An assemblage of values that a certain relation or common characteristic.,spase
gse,"Geocentric Solar Ecliptic - A coordinate system where the X axis is from Earth to Sun. Z axis is normal to the ecliptic, positive northward. See Russell, 1971.",spase
gseq,"Geocentric Solar Equatorial - A coordinate system where the X axis is from Earth to Sun. Y axis is parallel to solar equatorial plane. Z axis is positive northward. See Russell, 1971",spase
gsm,"Geocentric Solar Magnetospheric - A coordinate system where the X axis is from Earth to Sun, Z axis is northward in a plane containing the X axis and the geomagnetic dipole axis. See Russell, 1971",spase
gui,"A graphical user interface (GUI) is a form of user interface that allows users to interact with an application through graphical icons, forms  and other elements with both a keyboard and a pointing device. ",spase
gyrofrequency,The number of gyrations around a magnetic guiding center (field line) a charged particle makes per unit time due to the Lorentz force.,spase
gzip,An open standard algorithm distributed by GHU based on LZ77 and Huffman coding. See <http://www.gnu.org/software/gzip/gzip.html> or <http://www.gzip.org/>,spase
hae,"Heliocentric Aries Ecliptic - A coordinate system where the Z axis is normal to the ecliptic plane, positive northward. X axis is positive towards the first point of Aries (from Earth to Sun at vernal equinox). Same as SE below. See Hapgood, 1992.",spase
halo,"The part of an object or distribution surrounding some central body or distribution.  For example, the particles above the core energies that show enhancements above the thermal population.  Typically, a ""power law tail"" shows a break from the core Maxwellian at a particular energy.",spase
halpha,A spectrum with a wavelength range centered at 656.3 nm. VSO nickname: H-alpha image with a spectrum range of of 655.8 nm to 656.8 nm.,spase
hapi,A Heliophysics Application Programmer Interface (HAPI) specification compliant access point.,spase
hardcopy,"A permanent reproduction, or copy in the form of a physical object, of any media suitable for direct use by a person.",spase
hard xrays,Photons with a wavelength range: 0.001 to 0.1 nm and an energy range of 12 keV to 120 keV,spase
hash function,A function or algorithm that converts a digital data object into a hash value. Typically the hash value is small and concise when compared to the digital data object.,spase
hash value,"The value calculated by a hash function, e.g. the message digest of a digital data object.",spase
hcc,"Heliocentric Cartesian - A 3-D orthonormal coordinate system that is primarily intended to specify with two dimensions a point on the solar disk. The Z axis points toward the observer. The Y axis lies in the plane defined by the solar spin vector and the Z axis, positive northward. The X axis is perpendicular to the Y and Z axes, positive toward solar west. Standard representation for this system is via the point's x and y values, expressed either as physical distances or as fractions of the solar disk radius.",spase
hci,Heliographic Carrington Inertial.,spase
hcr,"Heliocentric Radial - A 3-D orthonormal coordinate system that is primarily intended to specify with two dimensions a point on the solar disk. The Z axis points toward the observer. The Y axis lies in the plane defined by the solar spin vector and the Z axis, positive northward. The X axis is perpendicular to the Y and Z axes, positive toward solar west. Standard representation for this system is via the point's distance rho from the Z axis [Rho = SQRT(x**2 + y**2)] and its phase angle psi measured counterclockwise from the +Y axis [psi = arctan (-y/x)]",spase
hdf,Hierarchical Data Format,spase
hdf4,"Hierarchical Data Format, Version 4",spase
hdf5,"Hierarchical Data Format, Version 5",spase
he10830,A spectrum with a wavelength range centered at 1082.9 nm. VSO nickname: He 10830 image with a range of 1082.5 nm to 1083.3 nm.,spase
he304,A spectrum centered around the resonance line of ionised helium at 304 Angstrom (30.4 nm).,spase
heat flux,Flow of thermal energy through a gas or plasma; typically computed as third moment of a distribution function.,spase
hee,"Heliocentric Earth Ecliptic - A coordinate system where the Z axis is normal to the ecliptic plane, positive northward. X axis points from Sun to Earth. See Hapgood, 1992",spase
heeq,"Heliocentric Earth Equatorial - A coordinate system where the Z axis is normal to the solar equatorial plane, positive northward. X axis is generally Earthward in the plane defined by the Z axis and the Sun-Earth direction. See Hapgood, 1992.",spase
hertn,"Helio-Eclipitic Radial Tangential Normal coordinate system. Typically centered at a spacecraft. The X axis (radial) is set as the primary axis, and is defined as the axis pointing from the spacecraft to the Sun.  The Z axis (tangential) is set as the secondary axis, and is defined as that portion of the ecliptic rotational axis which is perpendicular to the primary axis. The Y axis (Normal) is defined as Z cross X.",spase
hg,"Heliographic - A heliocentric rotating coordinate system where the Z axis is normal to the solar equatorial plane, positive northward. X, Y axes rotate with a 25.38 day period. The zero longitude (X axis) is defined as the longitude that passed through the ascending node of the solar equator on the ecliptic plane on 1 January, 1854 at 12 UT. See <http://nssdc.gsfc.nasa.gov/space/helios/coor_des.html>",spase
hgi,"Heliographic Inertial - A heliocentric coordinate system where the Z axis is normal to the solar equatorial plane, positive northward. X axis is along the intersection line between solar equatorial and ecliptic planes. The X axis was positive at SE longitude of 74.367 deg on Jan 1, 1900. (See SE below.) See <http://nssdc.gsfc.nasa.gov/space/helios/coor_des.html>",spase
hgrtn,"Heliocentric Radial Tangential Normal coordinate system (aka RTN). Typically centered at a spacecraft. Used for IMF and plasma V vectors. The X axis (radial) is set as the primary axis, and is defined as the axis pointing from the spacecraft to the Sun. The Z axis (tangential) is set as the secondary axis, and is defined as that portion of the solar North rotational axis which is perpendicular to the primary axis. The Y axis (normal) is defined as Z cross X.",spase
high,The largest value within a range of possible values.,spase
horizontal,Parallel to or in the plane of the horizon or a base line.,spase
host contact,An individual who can provide specific information with regard the hosting of a resource or supporting software.,spase
housekeeping,"Parameters that indicate the status or health state of instruments or monitoring devices as measured in physical units such as that for current, voltage, or temperature. Housekeeping data can be analyzed to determine whether instruments are working correctly and the knowledge of their values may be used to avoid errors or even device failures.",spase
hpc,"Helioprojective Cartesian = A 3-D orthonormal (left-handed) coordinate system that is primarily intended to specify with two dimensions a point on the solar disk. The Z axis points from the observer to the center of the solar disk. The Y axis lies in the plane defined by the solar spin vector and the Z axis, positive northward. The X axis is perpendicular to the Y and Z axes, positive toward solar west. Given as the distance between the observer and the center of the solar disk, the standard representation of an (x,y) point on the solar disk is via the point's longitude angle [arctan (x/d)] and latitude angle [arctan y/d].",spase
hpr,"Helioprojective Radial - A 3-D orthonormal (left-handed) coordinate system that is primarily intended to specify with two dimensions a point on the solar disk. The Z axis points from the observer to the center of the solar disk. The Y axis lies in the plane defined by the solar spin vector and the Z axis, positive northward. The X axis is perpendicular to the Y and Z axes, positive toward solar west. Given as the distance between the observer and the center of the solar disk, the standard representation for this system of an (x,y) point on the solar disk is via the point's latitude angle theta {= arctan [SQRT(x**2 + y**2)]/d]} or equivalent declination parameter delta (= theta - 90 deg), and its phase angle psi as measured counter- clockwise from the +Y axis [psi = arctan (-y/x)].",spase
hsm,"Heliospheric Solar Magnetospheric - A coordinate system where the X axis is from Earth to Sun, Z axis is northward in a plane containing the X axis and the geomagnetic dipole axis.",spase
html,A text file containing structured information represented in the HyperText Mark-up Language (HTML). See <http://www.w3.org/MarkUp/>,spase
hydrodynamic,Periodic or quasi-periodic oscillations of fluid quantities.,spase
i,"Projection of a vector along the first named axis of a coordinate system. Typically the X axis, but could be the R axis for an RTN coordinate system.",spase
iapetus,The third-largest moon of Saturn and the eleventh-largest in the Solar System.,spase
idfs,"Instrument Data File Set (IDFS) is a set of files written in a prescribed format which contain data, timing data, and meta-data. IDFS was developed at Southwest Research Institute (SwRI).",spase
idl,Interactive Data Language (IDL) save set. IDL is a proprietary format.,spase
ij,A measure of the length of a position or measured vector projected into the i-j (typically X-Y) plane of the coordinate system.,spase
ik,A measure of the length of a position or measured vector projected into the i-k (typically X-Z) plane of the coordinate system.,spase
image,A two-dimensional representation of data with values at each element of the array related to an intensity or a color.,spase
image intensity,"Measurements of the two-dimensional distribution of the intensity of photons from some region or object such as the Sun or the polar auroral regions; can be in any wavelength band, and polarized, etc.",spase
imager,An instrument which samples the radiation from an area at one or more spectral ranges emitted or reflected by an object.,spase
image url,"A URL to graphic, image or movie.",spase
imaginary part,"Any number z can in general be represented by its complex form with z = a + ib where i, which is defined as the square root of -1, signifies the imaginary component of the number z. The coefficient b is called the imaginary part of the complex number z.",spase
imaging spectrometer,An instrument which is a multispectral scanner with a very large number of channels (64-256 channels) with very narrow band widths.,spase
imf clock angle,The clockwise angle of the direction of interplanetary magnetic field (IMF) measured in the plane of the body pole perpendicular to the line between the body and the Sun. ,spase
index,"The location of an item in an array or vector. An index can be multivalued to represent the location in a multidimensional object. The index of the first item is ""1"". A value of ""0"" is a wild card for all elements at the location in an array. A value of ""-1"" is a reference to the dimension at the location in the array. A ""-1"" is used when describing the attributes of the dimension, where as ""0"" or a positive integer is used to describe attributes of individual elements.",spase
inferred,Determined by the analysis of other information or resources.,spase
information url,Attributes of the method of acquiring additional information.,spase
infrared,Photons with a wavelength range: 760 to 1.00x10^6 nm,spase
inner,The region of the heliosphere extending radially outward from the solar coronal base to just inside 1 AU.,spase
input property,A container of attributes regarding an input property of an application.,spase
input resource id,The resource identifier for a resource which was used to generate this resource.,spase
inspection,Determined by the analysis or assessment performed by a person.,spase
installer,A piece of software that installs a program or package on a system.,spase
instrument,"A device that makes measurements used to characterize a physical phenomenon, or a family of like devices.",spase
instrument group id,The identifier of an Instrument resource which the referring resource is a member of.,spase
instrument id,The identifier of an Instrument resource.,spase
instrument lead,An individual who is the designated leader of an instrument or intrument package.,spase
instrument mode,An indication of a state (mode) in which the instrument is operating. How a mode influences the interpretation and representation of data is described in instrument related documentation.,spase
instrument scientist,A scientist associated with a science instrument team with special familiarity and expertise on specific aspects of the design and operations of the instrument and the responsibility of ensuring the instrument's measurement capability.,spase
instrument status,A quantity directly related to the operation or function of an instrument.,spase
instrument type,A characterization of an integrated collection of software and hardware containing one or more sensors and associated controls used to produce data on an environment.,spase
integral,A flux measurement in a broad range of energy and solid angle.,spase
intensity,The measurement of radiant or wave energy per unit detector area per unit bandwidth per unit solid angle per unit time.,spase
interferometer,An instrument to study the properties of two or more waves from the pattern of interference created by their superposition.,spase
interior,The region inside the body which is not visible from outside the body.,spase
interplanetary shock,"A shock propagating generally anti-sunward through the slower solar wind, often seen in front of CME-associated plasma clouds.",spase
interstellar,The region between stars outside of the star's heliopause.,spase
investigation name,"The name given to the contract or engagement which enabled the data to be produced. Each investigation is associated with a Principal Investigator or Guest Investigator who was responsible for the original proposal. For single PI missions each major subsystem having its own identified Team Leader may also be classed as an ""Investigation"" for the purposes of data archiving.",spase
ion,An atom that has acquired a net electric charge by gaining or losing one or more electrons.(Note: Z>2),spase
ion chamber,A device in which the collected electrical charge from ionization in a gas-filled cavity is taken to be the proportion to some parameter (e.g. dose or exposure) of radiation field,spase
ion composition,"In situ measurements of the relative flux or density of electrically charged particles in the space environment. May give simple fluxes, but full distribution functions are sometimes measured.",spase
ion drift,"A device which measures the current produced by the displacement of ambient ions on a grid, thereby allowing the determination of the ion trajectory and velocity.",spase
ion gauge,"A device which measures low-pressure or vacuum neutral gas with pressures ranging from 10e-3 Torr to 10e?10 Torr. An ion gauge is an electronic amplifying vacuum tube consisting of three electrodes inside an evacuated glass envelope, with the filament being the cathode.",spase
irradiance,"Irradiance - A radiometric term for the power of electromagnetic radiation at a surface, per unit area. ""Irradiance"" is used when the electromagnetic radiation is incident on the surface.  Irradiance data may be reported in any units (i.e. counts/s) due to, for example, being at a particular wavelength, or to being a not-fully-calibrated relative measurement.",spase
j,"Projection of a vector along the second named axis of a coordinate system. Typically the Y axis, but could be the T axis for an RTN coordinate system.",spase
j2000,"An astronomical coordinate system which uses the mean equator and equinox of Julian date 2451545.0 TT (Terrestrial Time), or January 1, 2000, noon TT. (aka J2000) to define a celestial reference frame.",spase
jk,A measure of the length of a position or measured vector projected into the j-k (typically Y-Z) plane of the coordinate system.,spase
jpeg,A binary format for still images defined by the Joint Photographic Experts Group,spase
jsm,"Jovian Solar Magnetospheric - A coordinate system related to Jupiter where the X axis is from Jupiter to Sun, Z axis is northward in a plane containing the X axis and the Jovian dipole axis.",spase
jso,"Jovian Solar Orbital - A coordinate system related to Jupiter where X anti-sunward, Y along the orbital velocity direction.",spase
json,Javascript Object Notation - A lightweight data-interchange format.,spase
k,"Projection of a vector along the third named axis of a coordinate system. Typically the Z axis, but could be the N axis for an RTN coordinate system.",spase
k7699,A spectrum with a wavelength range centred at 769.9 nm. VSO nickname: K-7699 dopplergram with a range of 769.8 nm to 770.0 nm.,spase
keyword,A word or phrase that is relevant to the resource but does not exist in other documentary information.,spase
ksm,"Kronian Solar Magnetospheric - A coordinate system related to Saturn where the X axis is anti-sunward, Z axis is northward in a plane containing the X axis and the Kronian dipole axis.",spase
kso,"Kronian Solar Orbital - A coordinate system related to Saturn where X is anti-sunward, Y along the orbital velocity direction.",spase
langmuir probe,A monopole antenna associated with an instrument. The instrument applies a potential to the antenna which is swept to determine the voltage/current characteristic. This provides information about the plasma surrounding the probe and spacecraft.,spase
language,The two character indicator of language selected from the ISO 639-1 codes for the representation of names of languages.,spase
latitude,"The angular distance north (positive) or south (negative) from the equator, measured along the meridian passing through the point.",spase
layout,The structured arrangement of items in a collection.,spase
lbh band,Lyman-Birge-Hopfield band in the far ultraviolet range with wavelength range of 140nm to 170 nm.,spase
lgm,"Local Geomagnetic - A coordinate system used mainly for Earth surface or near Earth surface magnetic field data. X axis northward from observation point in a geographic meridian. Z axis downward towards Earth's center. In this system, H (total horizontal component) = SQRT (Bx^2 + By^2) and D (declination angle) = arctan (By/Bx)",spase
linear,Polarization where the E-field vector is confined to a given plane,spase
linear scale,Intervals which are equally spaced.,spase
line depth,The measure of the amount of absorption below the continuum (depth) in a particular wavelength or frequency in an absorption spectrum.,spase
line of sight,"The line of sight is the line that connects the observer with the observed object. This expression is often used with measurements of Doppler velocity and magnetic field in magnetograms, where only the component of the vector field directed along the line of sight is measured.",spase
listing,A listing of files - either through FTP or HTTP.,spase
location,A position in space definable by a regional referencing system and geographic coordinates.,spase
log scale,Intervals which are spaced proportionally to the logarithms of the values being represented.,spase
longitude,The angular distance measured west (negative) or east (positive) from a north-south line called the Prime Meridian.,spase
long wire,"A dipole antenna whose active (sensor) elements are two wires deployed in the equatorial plane on opposite sides of a spinning spacecraft, and whose length is several times greater than the spacecraft diameter.",spase
low,The smallest value within a range of possible values.,spase
lower hybrid frequency,"Lower hybrid oscillations involve longitudinal motions of electrons and ions in a magnetized plasma. The propagation of lower hybrid waves must be close to perpendicular to the background magnetic field in so that electrons cannot move along field lines thus preventing wave growth. The lower hybrid frequency, &Phi;<sub>LH</sub>, can be calculated by using &Phi;<sub>LH</sub> = [(&Omega;<sub>ce</sub>&Omega;<sub>ci</sub>)<sup>-1</sup> + &Phi;<sub>pi</sub><sup>-2</sup>]<sup>-1/2</sup> where &Omega;<sub>ce</sub> and &Omega;<sub>ci</sub> are the electron and ion cyclotron frequencies, respectively, and Phi;<sub>LH</sub> is the ion plasma frequency.",spase
l shell,"The L-Shell is the magnetic equatorial radius (in units of planetary radii) of a dipole magnetic field line. For instance, if the L-shell value equals 6 say at Earth, the magnetic field lines cross the magnetic equator at six Earth radii. The L-shell concept can be applied generally to any magnetized planet or satellite with a dominant dipolar magnetic field moment.",spase
mag,"Geomagnetic - geocentric. Z axis is parallel to the geomagnetic dipole axis, positive north. X is in the plane defined by the Z axis and the Earth's rotation axis. If N is a unit vector from the Earth's center to the north geographic pole, the signs of the X and Y axes are given by Y = N x Z, X = Y x Z.. See Russell, 1971, and <http://cdpp.cnes.fr/00428.pdf>",spase
magnetic,The physical attribute attributed to a magnet or its equivalent.,spase
magnetic cloud,"A transient event observed in the solar wind characterized as a region of enhanced magnetic field strength, smooth rotation of the magnetic field vector and low proton density and temperature.",spase
