term,definition,source
pds3,"The. Planetary Data System, version 3 (PDS3) standard provides guidelines on how a data producer should construct a data set suitable for long-term archiving. The standard contains a number of requirements in terms of dataset structure and documentation that should allow for any PDS compliant data set to be used and understood in the long term. Each PDS3 data product must be labelled in ASCII with full details on the structure and content of the product. The label can be attached to the data file itself or detached in a separate 'label' file with the suffix LBL. The PDS3 standard is described at: https://pds.jpl.nasa.gov/datastandards/pds3/standards/ Since 2011, PDS3 has superseded by the PDS4 archiving standard. However, many data files still exist that are stored by using the PDS3 standard.",spase
pds4,"The Planetary Data System, version 4 (PDS4) standard provides guidelines on how a data producer should construct a data set suitable for long-term archiving. The standard contains a number of requirements in terms of dataset structure and documentation that should allow for any PDS compliant data set to be used and understood in the long term. Each PDS4 bundle consists of two files, one containing the data and the other an eXtensible Markup Language (XML) file containing the label. PDS4 recognises four base data structures, array, table, parsable byte stream and encoded byte stream with arrays and tables most commonly in use. The PDS4 standard is described at: https://pds.jpl.nasa.gov/datastandards/documents/current-version.shtml. The PDS4 archiving standard has been required for data archives from NASA-funded planetary missions and for small data archives since 2011.",spase
peak,"The maximum value for the quantity in question, over a period of time which is usually equal to the cadence.",spase
perpendicular,At right angles to a given direction.,spase
perturbation,Variations in the state of a system.,spase
phase,A point or portion in a recurring series of changes.,spase
phase angle,"Phase difference between two or more waves, normally expressed in degrees.",spase
phase space density,The number of particles per unit volume in the six-dimensional space of position and velocity.,spase
phenomenon type,The characteristics or categorization of an event type.,spase
phobos,The larger and inner most moon of Mars.,spase
photograph,An image (positive or negative) registered on a piece of photo-sensitive paper,spase
photographic plate,A rigid (typically glass) medium that functions like film. Its rigidity is for guarding against image distortion due to medium deformation (caused by heat and humidity). Photographic plates are often used for astronomical photography.,spase
photometer,An instrument which measures the strength of electromagnetic radiation within a spectral band which can range from ultraviolet to infrared and includes the visible spectrum.,spase
photomultiplier tube,"A vacuum phototube that is an extremely sensitive detector of light in the ultraviolet, visible, and near-infrared ranges of the electromagnetic spectrum.",spase
photon,"Electromagnetic waves detected by techniques that utilize their corpuscular character (e.g., CCD, CMOS, photomultipliers).",spase
photopolarimeter,An instrument which measures the intensity and polarization or radiant energy. A photopolarimeter is a combination of a photometer and a polarimeter.,spase
plasma beta,The ratio of the plasma pressure (nkT) to the magnetic pressure (B^2/2mu0) of the SUM(nkT)/(B^2/2mu0).,spase
plasma frequency,A number-density-dependent characteristic frequency of a plasma.,spase
plasmagram,The characterization of signal strengths in active sounding measurements as a function of virtual range or signal delay time and sounding frequency. A Plasmagram is also referred to as an Ionogram.,spase
plasma waves,Self-consistent collective oscillations of particles and fields (electric and magnetic) in a plasma.,spase
platform,"A collection of components which can be positioned and oriented as a single unit. A platform may contain other platforms. For example, a spacecraft is a platform which may have components that can be articulated and are also considered platforms.",spase
png,A digital format for still images. Portable Network Graphics (PNG),spase
polar,The region near the pole of a body. For a magnetosphere the polar region is the area where magnetic field lines are open and includes the auroral zone.,spase
polar angle,"The angle between the position or measured vector and the k-axis of the coordinate system. Mathematically defined as arctan([SQRT(i^2+j^2)]/k). This term could be also applied to angles between the vector and other components, for example the IMF cone angle defined as arccos(Bx/Bt).",spase
polar cap,The areas of the globe surrounding the poles and consisting of the region north of 60 degrees north latitude an the region south of 60 degrees south latitude.,spase
policy,"A deliberate system of principles to guide decisions and achieve rational outcomes. A policy is a statement of intent, and is implemented as a procedure or protocol.",spase
polarization,"Direction of the electric vector of an electromagnetic wave. The wave can be linearly polarized in any direction perpendicular to the direction of travel, circularly polarized (clockwise or counterclockwise), unpolarized, or mixtures of the above.",spase
positional,The specification of the location of an object or measurement within a reference coordinate system. The position is usually expressed as a set of values corresponding to the location along a set of orthogonal axes together with the date/time of the observation.,spase
positron,An elementary particle consisting of a charge of positive electricity equal to about 1.602 x 10^(-19) Coulomb and having a mass when at rest of about 9.109534 x 10^(-28) gram.,spase
poster,"A set of information arranged on a single page or sheet, typically in a large format.",spase
postscript,A page description programming language created by Adobe Systems Inc. that is a device-independent industry standard for representing text and graphics.,spase
potential,"The work required per unit charge to move a charge from a reference point to a point at infinity (electric potential is defined to be zero). The electric potential of a spacecraft is often referred to as the ""spacecraft potential"". The spacecraft potential is the electric potential of the spacecraft relative to the potential of the nearby plasma. The spacecraft potential is non-zero because the spacecraft charges to the level that the emitted photoelectron flux going to infinity is balanced by the plasma electron flux to the spacecraft. ",spase
power spectral density,"The Power Spectral Density, PSD, is the measure of signal power content versus frequency, energy, wave number, etc. A PSD is typically used to characterize broadband random signals. The amplitude of the PSD is normalized by the spectral resolution employed to digitize the signal.",spase
poynting flux,Electromagnetic energy flux transported by a wave characterized as the rate of energy transport per unit area per steradian.,spase
presentation,A set of information that is used when communicating to an audience.,spase
pressure,The force per unit area exerted by a particle distribution or field.,spase
principal investigator,An individual who is the administrative and scientific lead for an investigation.,spase
print,A sheet of any written or printed material which may include notes or graphics. Multiple printed pages may be bound into a manuscript or book.,spase
probable,Likely given the available evidence. Considered in the range of 4-7 on a scale of 0-10.,spase
processing level,The standard classification of the processing performed on the product.,spase
profile,Measurements of a quantity as a function of height above an object such as the limb of a body.,spase
program manager,An individual whose major task entails direction of program team members such that the full organization achieves the objectives and goals of a program. The Program Manager is expected to provide clear guidance and resolve conflicts and issues while maintaining focus on achieving program success.,spase
program scientist,"A program scientist is someone who performs a range of scientific program planning duties, takes responsibility for the science content of flight mission programs or projects. A program scientist develops, reviews, and provides recommendations for proposed program requirements, expected results, budgetary estimates and also establishes methods and procedures to reduce program costs, provides expert advice to management on strategic planning and program development, develops and manages research program, and presents issues and proposes solutions to senior management.",spase
project engineer,"An engineer tasked with the full suite of responsibilities as a project transitions through requirements derivation and preliminary design into controlled hardware development, assembly and environmental testing. The Project Engineer manages a team while developing the cadence of hardware manufacturing and assembly until instrument deployment and through the end of the mission.",spase
projection,A measure of the length of a position or measured vector as projected into a plane of the coordinate system.,spase
project manager, An individual whose major task entails direction of project team members such that the full organization achieves the objectives and goals of the mission. The Project Manager is expected to provide clear guidance and resolve conflicts and issues while maintaining focus on achieving mission success.,spase
project scientist,An individual who is an expert in the phenomenon and related physics explored by the project. A project scientist may also have a managerial role within the project.,spase
propagation time,Time difference between transmission and reception of a wave in an active wave experiment.,spase
proportional counter,An instrument which measures energy of ionization radiation based on interactions with a gas.,spase
proteus,The second largest moon of Neptune.,spase
proton,"An elementary particle that is a constituent of all atomic nuclei, that carries a positive charge numerically equal to the charge of an electron, and that has a mass of 1.673 x 10^(-24) gram.",spase
pseudo,Similar to or having the appearance of something else. Can be used to indicate an estimation or approximation of a particular quantity.,spase
publication date,"The date that the work (document, data, images or other types of resources) was first issued.",spase
publisher,"An individual, organization, institution or government department responsible for the production and dissemination of a document.",spase
puck,The largest inner spherical moon of Uranus.,spase
quadrispherical analyser,"An instrument used for the 3-D detection of plasma, energetic electrons and ions, and for positive-ion composition measurements.",spase
qualifier,Characterizes the refinement to apply to a type or attribute of a quantity.,spase
quick time,"A format for digital movies, as defined by Apple Computer. See <http://developer.apple.com/quicktime/>",spase
radar,An instrument that uses directional properties of returned power to infer spatial and/or other characteristics of a remote object.,spase
radiance,"A radiometric measurement that describes the amount of electromagnetic radiation that passes through or is emitted from a particular area, and falls within a given solid angle in a specified direction. They are used to characterize both emission from diffuse sources and reflection from diffuse surfaces.",spase
radiation belt,The region within a magnetosphere where high-energy particles could potentially be trapped in a magnetic field.,spase
radio burst,"Emissions of the sun in radio wavelengths from centimeters to dekameters, under both quiet and disturbed conditions. Radio Bursts can be ""Type I"" consisting of many short, narrow-band bursts in the metric range (300 - 50 MHz).; ""Type II"" consisting of narrow-band emission that begins in the meter range (300 MHz) and sweeps slowly (tens of minutes) toward dekameter wavelengths (10 MHz).; ""Type III"" consisting of narrow-band bursts that sweep rapidly (seconds) from decimeter to dekameter wavelengths (500 - 0.5 MHz); and ""Type IV"" consisting of a smooth continuum of broad-band bursts primarily in the meter range (300 - 30 MHz).",spase
radio frequency,"Photons with a wavelength range: 100,000 to 1.00x10^11 nm.",spase
radiometer,An instrument for detecting or measuring radiant energy. Radiometers are commonly limited to infrared radiation.,spase
ratio,The relative magnitudes of two quantities.,spase
raw,Data in its original state with no processing to account for calibration. Similar to NASA Level 0.,spase
real part,"Any number z can in general be represented by its complex form with z = a + ib where i, which is defined as the square root of -1, signifies the imaginary component of the number z. The coefficient a is called the real part of the complex number z.",spase
release date,"The date and time when a resource is made available. The availability of a resource coincides with the release of a resource description. If the Release Date is specified as a future date then it indicates that resource should not be made available until that time. However, this is only advisory and in practice the Release Date should be the actual date the resource description was published.",spase
remark,"A notice, comment, or observation.",spase
remote1au,"A roughly toroidal region that includes the Earth's orbit, but exclusive of the region near the Earth.",spase
rendering axis,A reference component of a plot or rendering of data. A plot typically is a 2-dimensional rendering with a horizontal and verticle axis. A third dimension can be introduced with a color coding of the rendered data.,spase
report,A document which describes the findings of some individual or group.,spase
resonance sounder,"A combination of a radio receiver and a pulsed transmitter used to study the plasma surrounding a spacecraft by identifying resonances or cut-offs (of the wave dispersion relation), whose frequencies are related to the ambient plasma density and magnetic field. When the transmitter is off it is essentially a high frequency-resolution spectral power receiver.",spase
restricted,Access to the product is regulated and requires some form of identification.,spase
retarding potential analyser,An instrument which measures ion temperatures and ion concentrations using a planar ion trap.,spase
revision of,A modified version of a resource instance.,spase
rhea,The second-largest moon of Saturn and the ninth-largest moon in the Solar System.,spase
rinex2,"Receiver Independent Exchange Format (RINEX) - version 2.*, is a data interchange format for raw satellite navigation system data. https://files.igs.org/pub/data/format/rinex211.txt",spase
rinex3,"Receiver Independent Exchange Format (RINEX) - version 3.*, is a data interchange format for raw satellite navigation system data. https://files.igs.org/pub/data/format/rinex300.pdf",spase
riometer,An instrument which measure the signal strength in various directions of the galactic radio signals. Variations in these signals are influenced by solar flare activity and geomagnetic storm and substorm processes.,spase
role,The assigned or assumed function or position of an individual.,spase
rotation matrix,A tensor that is used to perform vector data transformation from one coordinate system to another.,spase
rtn,"Radial Tangential Normal. Typically centered at a spacecraft. Used for IMF and plasma V vectors. The X axis (radial) is set as the primary axis, and is defined as the axis pointing from the spacecraft to the Sun. The Z axis (tangential) is set as the secondary axis, and is defined as that portion of the solar North rotational axis which is perpendicular to the primary axis. The Y axis (normal) is defined as Z cross X.",spase
s3_bucket,"A container of objects that comply with the Amazon Simple Storage Service (S3) specifications. A bucket has a unique, user-assigned key (name). A bucket can contain any number of objects with an aggregate size of 5 gigabytes. A bucket may be accompanied by up to 2 kilobytes of metadata.",spase
sc,Spacecraft - A coordinate system defined by the spacecraft geometry and/or spin. Often has Z axis parallel to spacecraft spin vector. X and Y axes may or may not corotate with the spacecraft. See SR and SR2 below.,spase
scalar,A quantity that is completely specified by its magnitude and has no direction.,spase
scale type,"The scaling to apply to an axis. If this attribute is not present, linear scale should be assumed.",spase
scientist,An individual who is an expert in the phenomenon and related physics represented by the resource.,spase
scintillation detector,An instrument which detects flouresences of a material which is excited by high energy (ionizing) electromagnetic or charged particle radiation.,spase
se,"Solar Ecliptic - A heliocentric coordinate system where the Z axis is normal to the ecliptic plane, positive northward. X axis is positive towards the first point of Aries (from Earth to Sun at vernal equinox). Same as HAE above. See <http://nssdc.gsfc.nasa.gov/space/helios/coor_des.html>",spase
search,A web search interface that requires additional input.,spase
search coil,An instrument which measures the time variation of the magnetic flux threading a loop by measurement of the electric potential difference induced between the ends of the wire.,spase
sector boundary crossing,A sector boundary crossing is a transit by a spacecraft across the heliospheric current sheet separating the dominantly outward (away-from-the-sun) interplanetary magnetic field of one hemisphere of the heliosphere from the dominantly inward (toward-the-sun) polarity of the other hemisphere.  Such crossings have multi-day intervals of opposite IMF dominant polarities on either side.,spase
sha1,"Secure Hash Algorithm (SHA), a 160-bit message digest algorithm developed by the NSA and described in Federal Information Processing Standard (FIPS) publication 180-1.",spase
sha256,"Secure Hash Algorithm (SHA), a 256-bit message digest algorithm developed by the NSA and described in Federal Information Processing Standard (FIPS) publication 180-1.",spase
size,"The number of elements in each dimension of a multi-dimensional array. A scalar has a size of 1. A multi-dimensional vector will have a size for each dimension. Note that the number of elements in the size of an N-dimensional array conveys the array's dimensionality while the product of those numbers conveys the total number of elements in the array. When size is used to describe a tensor it is the number of elements in the tensor. As such it has a limited set of values. A tensor of rank 1 has a size of 3, rank 2 a size of 9, rank 3 a size of 27 and rank n a size of 3^n.",spase
sm,"Solar Magnetic - A geocentric coordinate system where the Z axis is northward along Earth's dipole axis, X axis is in plane of z axis and Earth-Sun line, positive sunward. See Russell, 1971.",spase
soft x rays,X-Rays with an energy range of 0.12 keV to 12 keV.,spase
solar flare,An explosive event in the Sun's atmosphere which produces electromagnetic radiation across the electromagnetic spectrum at multiple wavelengths from long-wave radio to the shortest wavelength gamma rays.,spase
solar uv flux,The amount of Ultraviolet energy originating from the Sun passing through a unit area in a unit time.,spase
solar wind extreme,Intervals of unusually large or small values of solar wind attributes such as flow speed and ion density.,spase
solid angle,Integration over the angle in three-dimensional space that an object subtends at a point.,spase
solid state detector,"A detector of the charge carriers (electrons and holes) generated in semiconductors by energy deposited by gamma ray photons. Also known as a ""semiconductor detector"".",spase
sonic mach number,The ratio of the bulk flow speed to the speed of sound in the medium.,spase
sounder,An instrument which measures the radiances from an object. A sounder may measure radiances at multiple spectral ranges.,spase
sound speed,The speed at which sound travels through a medium.,spase
source type,A characterization of the function or purpose of the source.,spase
south atlantic anomaly region,"The region where the Earth's inner van Allen radiation belt makes its closest approach to the planet's surface. The result is that, for a given altitude, the radiation intensity is higher over this region than elsewhere.",spase
spacecraft orbit plane,"A coordinate system where X lies in the plane normal to and in the direction of motion of the spacecraft, Z is normal to this plane and Y completes the triad in a right-handed coordinate system.",spase
spacecraft potential control,An instrument to control the electric potential of a spacecraft with respect to the ambient plasma by emitting a variable current of positive ions.,spase
specification,A detailed description of the requirements and other aspects of an object or component that may be used to develop an implementation.,spase
spectral,Characterized as a range or continuum of frequencies.,spase
spectral power receiver,"A radio receiver which determines the power spectral density of the electric or magnetic field, or both, at one or more frequencies.",spase
spectral range,The general term used to describe wavelengths or frequencies within a given span of values for those quantities.,spase
spectrogram,The characterization of signal strengths as a function of frequency (or energy) and time.,spase
spectrometer,An instrument that measures the component wavelengths of light (or other electromagnetic radiation) by splitting the light up into its component wavelengths.,spase
spectrum,"The distribution of a characteristic of a physical system or phenomenon, such as the energy emitted by a radiant source, arranged in the order of wavelengths.",spase
spherical,"A coordinate representation of a position vector or of a measured vector by its magnitude and two direction angles. The angles are relative to the base axes of the coordinate system used. Typically the angles are phi [azimuth angle, =arctan (j/i)] and theta, where theta may be a polar angle, arctan {[SQRT(i^2+j^2)]/k}, or an elevation angle, arctan [k/SQRT (i^2+j^2)].",spase
spice,"SPICE is an ancillary information system that provides scientists and engineers the capability to include space geometry and event data into mission design, science observation planning, and science data analysis software. The staff of the NASA Navigation and Ancillary Information Facility, NAIF, which is located at JPL provides SPICE support for planetary, heliophysics, and Earth science missions, see https://naif.jpl.nasa.gov/naif/index.html. This SPICE has been adapted from text on NAF hosted web pages.",spase
spin period, The time required for an object such as a spacecraft or planet to perform one full rotation in a given frame of reference.,spase
spin phase,An angular based or normalized parameter that specifies the spin state of an object such as a spacecraft or planet in a specific coordinate system usually together with the date/time of the observation.,spase
spin rate,  The angular rate of change of the spin angle of an object such as a spacecraft or planet.,spase
sr,Spin Reference - A special case of a Spacecraft (SC) coordinate system for a spinning spacecraft. Z is parallel to the spacecraft spin vector. X and Y rotate with the spacecraft. See <http://cdpp.cnes.fr/00428.pdf>,spase
sr2,"Spin Reference 2 - A special case of a Spacecraft (SC) coordinate system for a spinning spacecraft. Z is parallel to the spacecraft spin vector. X is in the plane defined by Z and the spacecraft-Sun line, positive sunward. See <http://cdpp.cnes.fr/00428.pdf>",spase
sse,"Spacecraft Solar Ecliptic - A coordinate system used for deep space spacecraft, for example Helios. - X axis from spacecraft to Sun. Z axis normal to ecliptic plane, positive northward. Note: Angle between normals to ecliptic and to Helios orbit plane ~ 0.25 deg.",spase
sse_l,"Selenocentric Solar Ecliptic.  The X axis points from the center of the Earth's moon to the sun, the Z axis is normal to the ecliptic plane, positive northward.  And the Y axis completes the right-handed set of axes.",spase
stack plot,"A representation of data showing multiple sets of observations on a single plot, possibly offsetting each plot by some uniform amount.",spase
standard deviation,The square root of the average of the squares of deviations about the mean of a set of data. Standard deviation is a statistical measure of spread or variability.,spase
start date,The specification of a starting point in time.,spase
stokes parameters,"A set of four parameters (usually called I,Q, U and V) which describe the polarization state of an electromagnetic wave propagating through space.",spase
stop date,The specification of a stopping point in time.,spase
strahl,"A distribution of particles concentrated in a narrow energy band. The band may be may be aligned with a secondary feature. For example, it may occur in a narrow cone aligned with the mean magnetic field direction.",spase
stream interaction region,"The region (SIR) where two solar wind streams, typically having differing characteristics and solar sources, abut up against (and possibly partially interpenetrate) each other.",spase
strong,Highly likely given the available evidence. Considered in the range of 7-10 on a scale of 0-10.,spase
style,The manner in which a response from a URL is presented.,spase
sub auroral region,"When considering the case of the Earth, the sub-auroral region typically refers to two latitudinal bands, one in the northern hemisphere and the other in the southern hemisphere extending from about 50 degrees to low 60 degrees. The concept sub-auroral regions does not apply to all bodies in the solar system and different latitudinal ranges would apply for each body case by case. The sub-auroral regions may be defined by using either planetographic or magnetic coordinates if the magnetic dipole is closely aligned with the spin axis of a magnetized body. Ground magnetometers located at sub-auroral latitudes on the Earth measure a mixture of activity driven by auroral zone currents and the ring current.",spase
sun,The star upon which our solar system is centered.,spase
superhalo,"The part of an object or distribution surrounding some central body or distribution evident in a second break in the distribution function (e.g., a different power law).  It consists of a population at a higher energies than for a halo.",spase
support quantity,A characterization of the support information.,spase
surface,The outermost area of a solid object.,spase
symmetric,Equal distribution about one or more axes.,spase
tap,"The table access protocol (TAP) defines a service protocol for accessing general table data, including astronomical catalogs as well as general database tables. Access is provided for both database and table metadata as well as for actual table data. https://wiki.ivoa.net/twiki/bin/view/IVOA/TableAccess",spase
tar,"A file format used to collate collections of files into one larger file, for distribution or archiving, while preserving file system information such as user and group permissions, dates, and directory structures. The format was standardized by POSIX.1-1988 and later POSIX.1-2001.",spase
team leader,An individual who is the designated leader of an investigation.,spase
team member,An individual who is a major participant in an investigation.,spase
technical contact,An individual who can provide specific information with regard to the resource or supporting software.,spase
technical note,"A document summarizing the performance and other technical characteristics of a product, machine, component, subsystem or software in sufficient detail to be used by an engineer or researcher.",spase
telemetry,"Parameters that include full packets of data from monitoring devices or the memory addresses of datum within telemetry packets. The data comprising telemetry packets are typically expressed by using non-physical engineering units and may be used to express a variety of device operating conditions such as command acceptance/execution, housekeeping, event characterization, memory dumps, and science data. Telemetry packets may be raw or unpacked.",spase
temperature,A measure of the kinetic energy of random motion with respect to the average. Temperature is properly defined only for an equilibrium particle distribution (Maxwellian distribution).,spase
template,A URI template that contains special fields as defined in URI Template specification <http://tsds.org/uri_templates>.,spase
temporal,Pertaining to time.,spase
tensor,"A generalized linear ""quantity"" or ""geometrical entity"" that can be expressed as a multi-dimensional array relative to a choice of basis of the particular space on which it is defined.",spase
tethys,The third largest moon of Saturn.,spase
text,A sequence of characters which may have an imposed structure or organization.,spase
tf cat, Time-Frequency Catalogue (TFCat) is a catalogue model & transfer format for spectro-temporal features. https://gitlab.obspm.fr/maser/catalogues/catalogue-format,spase
thermal plasma,"Measurements of the plasma in the energy regime where the most of the plasma occurs. May be the basic fluxes in the form of distribution functions or the derived bulk parameters (density, flow velocity, etc.).",spase
thermal speed,"For a Maxwellian distribution, the difference between the mean speed and the speed within which ~69% (one sigma) of all the members of the speed distribution occur.",spase
thumbnail,A small representation of an image which is suitable to infer what the full-sized imaged is like.,spase
tiff,A binary format for still pictures. Tagged Image Format File (TIFF). Originally developed by Aldus and now controlled by Adobe.,spase
tiis,"Kronian Solar Orbital - A coordinate system related to Saturn where X is anti-sunward, Y along the orbital velocity direction.",spase
time of flight,An instrument which measures the time it takes for a particle to travel between two detectors.,spase
time series,A representation of data showing a set of observations taken at different points in time and charted as a time series.,spase
titania,The largest moon of Uranus and the eighth largest moon in the Solar System.,spase
topside,The region at the upper most areas of the ionosphere.,spase
total,The summation of quantities over all possible species.,spase
total pressure,In an MHD fluid it is the number density (N) times Boltzmann constant times the temperature in Kelvin.,spase
trace,The sum of the elements on the main diagonal (the diagonal from the upper left to the lower right) of a square matrix.,spase
udf,"Universal Data Format (UDF). The Optical Technology Storage Association's Universal Disk Format, based on ISO 13346. See <http://www.osta.org/specs/index.htm>",spase
ultraviolet,Photons with a wavelength range: 10 to 400 nm.,spase
umbriel,The third largest and fourth most massive moon of Uranus.,spase
uncalibrated,Duplicate data are removed from the data stream and data are time ordered. Values are not adjusted for any potential biases or external factors. Similar to NASA Level 1.,spase
unicode,Text in multi-byte Unicode format.,spase
unlikely,Not likely given the available evidence. Considered in the range of 0 on a scale of 0-10.,spase
unspecified,A value which is not provided.,spase
upper hybrid frequency,"Upper hybrid oscillations involve longitudinal motions of electrons perpendicular to the magnetic field. The upper hybrid frequency, &Phi;<sub>UH</sub>, is governed by the relationship&Phi;<sub>UH</sub>^2 = &Phi;<sub>pe</sub>^2 + &Theta;<sub>ce</sub>^2 where &Phi;<sub>pe</sub> is electron plasma frequency and &Theta;<sub>ce</sub> is the electron cyclotron frequency.",spase
user,An individual who utilizes a resource or service.,spase
value added,"Calibrated data that has been mapped on uniform space-time grid scales with gaps, flags and out-of-range values replaced with appropriate values. Similar to NASA Level 3.",spase
variance,A measure of dispersion of a set of data points around their mean value. The expectation value of the squared deviations from the mean.,spase
v cross b,The cross product of the charge velocity (V) and the magnetic field (B). It is the electric field exerted on a point charge by a magnetic field.,spase
vector,"A set of parameter values each along some independent variable (e.g., components of a field in three orthogonal spatial directions; atmospheric temperature values at several altitudes, or at a given latitude and longitude;).",spase
velocity,"Rate of change of position. Also used for the average velocity of a collection of particles, also referred to as ""bulk velocity"".",spase
vertical,Perpendicular to the plane of the horizon or a base line.,spase
volume emission rate,"The volume emission rate, e(r, t, l), is the number of photons emitted per unit source volume per second, i.e. photons/(m3 s), as measured along the line of sight between the source point and the observer. The Volume Emission Rate is in general a function of the line-ofsight distance, r, time, t, and wavelength, l. The Volume Emission Rate is actually not a directly measurable quantity. However, the term has been commonly used in both data product descriptions and research publications.",spase
vo table,A proposed IVOA standard designed as a flexible storage and exchange format for tabular data.,spase
vso,"Venus Solar Orbital - A coordinate system related to Venus where X is anti-sunward, Y along the orbital velocity direction.",spase
wave form,Spatial or temporal variations of wave amplitude over wave-period timescales.,spase
waveform receiver,A radio receiver which outputs the value of one or more components of the electric and/or magnetic field as a function of time.,spase
wavelength,The peak-to-peak distance over one wave period.,spase
wave quantity,A characterization of the physical properties of a wave.,spase
waves,"Data resulting from observations of wave experiments and natural wave phenomena. Wave experiments are typically active and natural wave phenomena are passive. Examples of wave experiments include coherent/incoherent scatter radars, radio soundings, VLF propagation studies, ionospheric scintillation of beacon satellite signals, etc. Examples of natural wave phenomena include micropulsations, mesospheric gravity waves, auroral/plasmaspheric hiss, Langmuir waves, AKR, Jovian decametric radiation, solar radio bursts, etc.",spase
wave type,A characterization of the carrier or phenomenon of wave information observed by the measurement.,spase
weak,Slightly likely given the available evidence. Considered in the range of 1-4 on a scale of 0-10.,spase
web resource,A Web page or file based resource accessible by a URL.,spase
web service,"A Web-based service that uses SOAP, WSDL or UDDI open standards.",spase
wgs84,"The World Geodetic System (WGS) defines a reference frame for the earth, for use in geodesy and navigation. The WGS84 uses the zero meridian as defined by the Bureau International de l'Heure.",spase
white light,Photons with a wavelength in the visible range for humans.,spase
white paper,An authoritative report giving information or proposals on an issue.,spase
xml,eXtensible Mark-up Language (XML). A structured format for representing information. See <http://www.w3.org/XML/>,spase
x rays,Photons with a wavelength range: 0.001 <= x < 10 nm.,spase
zip,An open standard for compression which is a variation of the LZW method and was originally used in the PKZIP utility.,spase
coronal mass ejection (cme),"Not to be confused with the intense burst of light that is a solar flare, a CME is a cloud of magnetized solar material that erupts from the sun's atmosphere, the corona, into interplanetary space. CMEs do often occur at the same time as a flare, and scientists currently study how the two phenomena connect. At their largest, CMEs can contain 10 billion tons of matter, and they can move at speeds of a million miles an hour. Just after blowing into space, a CME cloud can grow as wide as 30 million miles across, 35 times the diameter of the sun. When a coronal mass ejection points toward Earth, it can take anywhere from one to three days to reach our atmosphere, where it can create a type of space weather known as a geomagnetic storm.",nasa
geomagnetically induced current (gic),"The magnetic fluctuations caused by a geomagnetic storm in Earth's magnetosphere, can cause electric currents to form currents on Earth. These geomagnetically induced currents, or GICs, can overload circuits, tip breakers, and in extreme cases destroy transformers.",nasa
interplanetary magnetic field (imf),"As the solar wind flows outward from the sun at several million miles per hour, it drags the sun's magnetic field with it. This magnetic field permeates the solar system and is known as the interplanetary magnetic field. While the IMF typically deflects around Earth's magnetic field, the IMF can sometimes ""reconnect"" with Earth's field, allowing solar wind energy to funnel directly into our protective magnetospheric bubble.",nasa
magnetic field lines,"A magnetic field has both a strength and a direction at each point in space. For example, at each point on Earth, the magnetic field -- and thus a compass -- points in a particular direction, roughly toward the north. Magnetic fields are therefore generally represented as lines: the direction of the line gives the direction of the field, and the closeness of the lines indicates the strength.",nasa
plasma,"The material in the sun and its atmosphere -- as well as the material in Earth's ionosphere, aurora and fluorescent lights -- are all plasmas. Plasma is a state of matter much like solid, liquid and gas. Plasmas are so incredibly hot, that the electrons leave their atoms, making it essentially a gas of charged particles. While uncommon on Earth, 99% of the matter we can see in the universe is made of plasma. The electrical charge strongly affects how the particles move, since the particles are simultaneously governed by, and constantly creating, magnetic fields. For example, in close-up images of solar activity you can see the plasma very clearly following the magnetic field lines. Conversely, as plasma moves, it drags its own magnetic fields along for the ride. This constant interchange is one reason why studying the dynamics of plasma on the sun or in the magnetosphere is so challenging.",nasa
prominences,"Huge columns of gas arcing out over the sun's limb or horizon. When the same structures are seen against the backdrop of the sun, they are called filaments. They are made of cooler solar material, or plasma, supported in the sun's atmosphere by magnetic fields. Prominences and filaments can erupt from the Sun with tremendous energy and are sometimes the source of coronal mass ejections.",nasa
radiative zone,"In the radiative zone, energy from the core slowly travels outward. This region is so dense that the Sun's energy takes about 150,000 years to work its way through.",nasa
solar energetic particles (sep),"During an eruptive event on the sun, the sun can emit very fast, very energetic particles that travel at about 80% the speed of light. Such charged particles can reach Earth's magnetosphere either in the wake of a flare, or propelled ahead of a coronal mass ejection. In either case the energy they dump into the atmosphere can create what's called a solar radiation storm, which can cause low frequency radio blackouts at Earth.",nasa
solar maximum,The time during the 11-year solar cycle when the number of sunspots -- and solar activity -- reaches a maximum. The next solar maximum is predicted for late 2013.,nasa
solar minimum,"The time during the 11-year solar cycle when the number of sunspots is lowest. This is also the time when the sun's magnetic fields are at their most simple, with relatively orderly magnetic field lines connecting magnetic north and south much like on a simple bar magnet.",nasa
sun spots,"Dark areas on the solar surface that contain constantly shifting strong magnetic fields. An average sunspot is about as large as Earth and it moves along with the sun's rotation, lasting for days or even weeks. The magnetic activity in sunspots can give rise to various solar eruptive events such as flares and coronal mass ejections (CMEs). The number of sunspots on the sun wax and wane over approximately an 11-year cycle, thus defining what is called the solar cycle. They appear dark since they are cooler than the surrounding solar material.",nasa
